_id,code,name,name_with_type,parent_code,path,path_with_type,slug,type
6580ea829fadc6b60cb85b81,01912,Thượng Giáo,Xã Thượng Giáo,061,"Thượng Giáo, Ba Bể, Bắc Kạn","Xã Thượng Giáo, Huyện Ba Bể, Tỉnh Bắc Kạn",thuong-giao,xa
6580ea829fadc6b60cb85b82,01915,Địa Linh,Xã Địa Linh,061,"Địa Linh, Ba Bể, Bắc Kạn","Xã Địa Linh, Huyện Ba Bể, Tỉnh Bắc Kạn",dia-linh,xa
6580ea829fadc6b60cb85b83,01918,Yến Dương,Xã Yến Dương,061,"Yến Dương, Ba Bể, Bắc Kạn","Xã Yến Dương, Huyện Ba Bể, Tỉnh Bắc Kạn",yen-duong,xa
6580ea829fadc6b60cb85b84,01921,Chu Hương,Xã Chu Hương,061,"Chu Hương, Ba Bể, Bắc Kạn","Xã Chu Hương, Huyện Ba Bể, Tỉnh Bắc Kạn",chu-huong,xa
6580ea829fadc6b60cb85b85,01924,Quảng Khê,Xã Quảng Khê,061,"Quảng Khê, Ba Bể, Bắc Kạn","Xã Quảng Khê, Huyện Ba Bể, Tỉnh Bắc Kạn",quang-khe,xa
6580ea829fadc6b60cb85b86,01927,Mỹ Phương,Xã Mỹ Phương,061,"Mỹ Phương, Ba Bể, Bắc Kạn","Xã Mỹ Phương, Huyện Ba Bể, Tỉnh Bắc Kạn",my-phuong,xa
6580ea829fadc6b60cb85b87,01930,Hoàng Trĩ,Xã Hoàng Trĩ,061,"Hoàng Trĩ, Ba Bể, Bắc Kạn","Xã Hoàng Trĩ, Huyện Ba Bể, Tỉnh Bắc Kạn",hoang-tri,xa
6580ea829fadc6b60cb85b88,01933,Đồng Phúc,Xã Đồng Phúc,061,"Đồng Phúc, Ba Bể, Bắc Kạn","Xã Đồng Phúc, Huyện Ba Bể, Tỉnh Bắc Kạn",dong-phuc,xa
6580ea829fadc6b60cb85b89,01936,Nà Phặc,Thị trấn Nà Phặc,062,"Nà Phặc, Ngân Sơn, Bắc Kạn","Thị trấn Nà Phặc, Huyện Ngân Sơn, Tỉnh Bắc Kạn",na-phac,thi-tran
6580ea829fadc6b60cb85b8a,01939,Thượng Ân,Xã Thượng Ân,062,"Thượng Ân, Ngân Sơn, Bắc Kạn","Xã Thượng Ân, Huyện Ngân Sơn, Tỉnh Bắc Kạn",thuong-an,xa
6580ea829fadc6b60cb85b8b,01942,Bằng Vân,Xã Bằng Vân,062,"Bằng Vân, Ngân Sơn, Bắc Kạn","Xã Bằng Vân, Huyện Ngân Sơn, Tỉnh Bắc Kạn",bang-van,xa
6580ea829fadc6b60cb85b8c,01945,Cốc Đán,Xã Cốc Đán,062,"Cốc Đán, Ngân Sơn, Bắc Kạn","Xã Cốc Đán, Huyện Ngân Sơn, Tỉnh Bắc Kạn",coc-dan,xa
6580ea829fadc6b60cb85b8e,01951,Đức Vân,Xã Đức Vân,062,"Đức Vân, Ngân Sơn, Bắc Kạn","Xã Đức Vân, Huyện Ngân Sơn, Tỉnh Bắc Kạn",duc-van,xa
6580ea829fadc6b60cb85b8f,01954,Vân Tùng,Xã Vân Tùng,062,"Vân Tùng, Ngân Sơn, Bắc Kạn","Xã Vân Tùng, Huyện Ngân Sơn, Tỉnh Bắc Kạn",van-tung,xa
6580ea829fadc6b60cb85b90,01957,Thượng Quan,Xã Thượng Quan,062,"Thượng Quan, Ngân Sơn, Bắc Kạn","Xã Thượng Quan, Huyện Ngân Sơn, Tỉnh Bắc Kạn",thuong-quan,xa
6580ea829fadc6b60cb85b91,01960,Hiệp Lực,Xã Hiệp Lực,062,"Hiệp Lực, Ngân Sơn, Bắc Kạn","Xã Hiệp Lực, Huyện Ngân Sơn, Tỉnh Bắc Kạn",hiep-luc,xa
6580ea829fadc6b60cb85b92,01963,Thuần Mang,Xã Thuần Mang,062,"Thuần Mang, Ngân Sơn, Bắc Kạn","Xã Thuần Mang, Huyện Ngân Sơn, Tỉnh Bắc Kạn",thuan-mang,xa
6580ea829fadc6b60cb85b93,01969,Phủ Thông,Thị trấn Phủ Thông,063,"Phủ Thông, Bạch Thông, Bắc Kạn","Thị trấn Phủ Thông, Huyện Bạch Thông, Tỉnh Bắc Kạn",phu-thong,thi-tran
6580ea829fadc6b60cb85b94,01975,Vi Hương,Xã Vi Hương,063,"Vi Hương, Bạch Thông, Bắc Kạn","Xã Vi Hương, Huyện Bạch Thông, Tỉnh Bắc Kạn",vi-huong,xa
6580ea829fadc6b60cb85b95,01978,Sĩ Bình,Xã Sĩ Bình,063,"Sĩ Bình, Bạch Thông, Bắc Kạn","Xã Sĩ Bình, Huyện Bạch Thông, Tỉnh Bắc Kạn",si-binh,xa
6580ea829fadc6b60cb85b96,01981,Vũ Muộn,Xã Vũ Muộn,063,"Vũ Muộn, Bạch Thông, Bắc Kạn","Xã Vũ Muộn, Huyện Bạch Thông, Tỉnh Bắc Kạn",vu-muon,xa
6580ea829fadc6b60cb85b97,01984,Đôn Phong,Xã Đôn Phong,063,"Đôn Phong, Bạch Thông, Bắc Kạn","Xã Đôn Phong, Huyện Bạch Thông, Tỉnh Bắc Kạn",don-phong,xa
6580ea829fadc6b60cb85b98,01990,Lục Bình,Xã Lục Bình,063,"Lục Bình, Bạch Thông, Bắc Kạn","Xã Lục Bình, Huyện Bạch Thông, Tỉnh Bắc Kạn",luc-binh,xa
6580ea829fadc6b60cb85b99,01993,Tân Tú,Xã Tân Tú,063,"Tân Tú, Bạch Thông, Bắc Kạn","Xã Tân Tú, Huyện Bạch Thông, Tỉnh Bắc Kạn",tan-tu,xa
6580ea829fadc6b60cb85b9a,01999,Nguyên Phúc,Xã Nguyên Phúc,063,"Nguyên Phúc, Bạch Thông, Bắc Kạn","Xã Nguyên Phúc, Huyện Bạch Thông, Tỉnh Bắc Kạn",nguyen-phuc,xa
6580ea829fadc6b60cb85b9b,02002,Cao Sơn,Xã Cao Sơn,063,"Cao Sơn, Bạch Thông, Bắc Kạn","Xã Cao Sơn, Huyện Bạch Thông, Tỉnh Bắc Kạn",cao-son,xa
6580ea829fadc6b60cb85b9c,02005,Quân Hà,Xã Quân Hà,063,"Quân Hà, Bạch Thông, Bắc Kạn","Xã Quân Hà, Huyện Bạch Thông, Tỉnh Bắc Kạn",quan-ha,xa
6580ea829fadc6b60cb85b9d,02008,Cẩm Giàng,Xã Cẩm Giàng,063,"Cẩm Giàng, Bạch Thông, Bắc Kạn","Xã Cẩm Giàng, Huyện Bạch Thông, Tỉnh Bắc Kạn",cam-giang,xa
6580ea829fadc6b60cb85b9e,02011,Mỹ Thanh,Xã Mỹ Thanh,063,"Mỹ Thanh, Bạch Thông, Bắc Kạn","Xã Mỹ Thanh, Huyện Bạch Thông, Tỉnh Bắc Kạn",my-thanh,xa
6580ea829fadc6b60cb85b9f,02014,Dương Phong,Xã Dương Phong,063,"Dương Phong, Bạch Thông, Bắc Kạn","Xã Dương Phong, Huyện Bạch Thông, Tỉnh Bắc Kạn",duong-phong,xa
6580ea829fadc6b60cb85ba0,02017,Quang Thuận,Xã Quang Thuận,063,"Quang Thuận, Bạch Thông, Bắc Kạn","Xã Quang Thuận, Huyện Bạch Thông, Tỉnh Bắc Kạn",quang-thuan,xa
6580ea829fadc6b60cb85ba1,02020,Bằng Lũng,Thị trấn Bằng Lũng,064,"Bằng Lũng, Chợ Đồn, Bắc Kạn","Thị trấn Bằng Lũng, Huyện Chợ Đồn, Tỉnh Bắc Kạn",bang-lung,thi-tran
